#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Feb 01 21:28:26 EST 2020,80,80,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ GetTest0+ InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0+ SizeTest1+ SizeTest2+ SizeTest3+ , ,EverythingTest1- GetTest1- InsortTest0- InsortTest1- , ,
1,Sat Feb 01 21:35:17 EST 2020,80,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 GetTest1 InsortTest0 InsortTest1 , ,
2,Sat Feb 01 21:40:05 EST 2020,85,5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 InsortTest0 InsortTest1 , ,
3,Sat Feb 01 21:42:41 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 InsortTest0 InsortTest1 , ,
4,Sat Feb 01 21:43:22 EST 2020,65,-20,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0- EverythingTest1 GetTest0- InsortTest0 InsortTest1 SizeTest1- SizeTest2- , ,
5,Sat Feb 01 21:43:39 EST 2020,85,20,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0+ GetTest0+ GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , ,EverythingTest1 InsortTest0 InsortTest1 , ,
6,Sat Feb 01 21:44:43 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 InsortTest0 InsortTest1 , ,
6,Sat Feb 01 21:44:43 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 InsortTest0 InsortTest1 , ,
7,Sat Feb 01 21:49:40 EST 2020,85,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 InsortTest0 InsortTest1 , ,
8,Sat Feb 01 21:56:37 EST 2020,95,10,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0+ InsortTest1+ RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 , ,
9,Sat Feb 01 22:02:37 EST 2020,95,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest1 , ,
10,Sat Feb 01 22:04:28 EST 2020,100,5,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1+ GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
11,Sun Feb 02 09:57:44 EST 2020,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 EverythingTest1 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 InsortTest0 InsortTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
